take_name,split,task,label
uniandes_basketball_003_38,val,Basketball,2
uniandes_basketball_003_39,val,Basketball,2
uniandes_basketball_003_4,train,Basketball,2
uniandes_basketball_003_40,val,Basketball,2
uniandes_basketball_003_41,val,Basketball,2
uniandes_basketball_003_42,val,Basketball,2
uniandes_basketball_003_43,val,Basketball,2
uniandes_basketball_003_45,train,Basketball,2
uniandes_basketball_003_46,train,Basketball,2
uniandes_basketball_003_47,train,Basketball,2
uniandes_basketball_003_48,train,Basketball,2
uniandes_basketball_003_49,train,Basketball,2
uniandes_basketball_003_5,train,Basketball,2
uniandes_basketball_003_50,train,Basketball,2
uniandes_basketball_003_52,test,Basketball,2
uniandes_basketball_003_53,test,Basketball,2
uniandes_basketball_003_54,test,Basketball,2
uniandes_basketball_003_55,test,Basketball,2
uniandes_basketball_003_56,test,Basketball,2
uniandes_basketball_003_57,test,Basketball,2
uniandes_basketball_003_6,train,Basketball,2
uniandes_basketball_003_7,train,Basketball,2
uniandes_basketball_003_9,train,Basketball,2
uniandes_basketball_004_10,test,Basketball,2
uniandes_basketball_004_11,test,Basketball,2
uniandes_basketball_004_12,test,Basketball,2
uniandes_basketball_004_15,train,Basketball,2
uniandes_basketball_004_16,train,Basketball,2
uniandes_basketball_004_17,train,Basketball,2
uniandes_basketball_004_19,test,Basketball,2
uniandes_basketball_004_2,train,Basketball,2
uniandes_basketball_004_20,test,Basketball,2
uniandes_basketball_004_21,test,Basketball,2
uniandes_basketball_004_23,val,Basketball,2
uniandes_basketball_004_24,val,Basketball,2
uniandes_basketball_004_25,val,Basketball,2
uniandes_basketball_004_27,test,Basketball,2
uniandes_basketball_004_29,test,Basketball,2
uniandes_basketball_004_3,train,Basketball,2
uniandes_basketball_004_30,test,Basketball,2
uniandes_basketball_004_32,test,Basketball,2
uniandes_basketball_004_33,test,Basketball,2
uniandes_basketball_004_34,test,Basketball,2
uniandes_basketball_004_36,train,Basketball,2
uniandes_basketball_004_37,train,Basketball,2
uniandes_basketball_004_38,train,Basketball,2
uniandes_basketball_004_4,train,Basketball,2
uniandes_basketball_004_40,train,Basketball,2
uniandes_basketball_004_41,train,Basketball,2
uniandes_basketball_004_42,train,Basketball,2
uniandes_basketball_004_44,val,Basketball,2
uniandes_basketball_004_45,val,Basketball,2
uniandes_basketball_004_46,val,Basketball,2
uniandes_basketball_004_48,train,Basketball,2
uniandes_basketball_004_49,train,Basketball,2
uniandes_basketball_004_50,train,Basketball,2
uniandes_basketball_004_52,test,Basketball,2
uniandes_basketball_004_53,test,Basketball,2
uniandes_basketball_004_54,test,Basketball,2
uniandes_basketball_004_56,train,Basketball,2
uniandes_basketball_004_57,train,Basketball,2
uniandes_basketball_004_58,train,Basketball,2
uniandes_basketball_004_6,train,Basketball,2
uniandes_basketball_004_60,train,Basketball,2
uniandes_basketball_004_61,train,Basketball,2
uniandes_basketball_004_62,train,Basketball,2
uniandes_basketball_004_7,train,Basketball,2
uniandes_basketball_004_8,train,Basketball,2
uniandes_basketball_005_10,train,Basketball,2
uniandes_basketball_005_11,train,Basketball,2
uniandes_basketball_005_12,train,Basketball,2
uniandes_basketball_005_14,test,Basketball,2
uniandes_basketball_005_15,test,Basketball,2
uniandes_basketball_005_16,test,Basketball,2
uniandes_basketball_005_18,train,Basketball,2
uniandes_basketball_005_19,train,Basketball,2
uniandes_basketball_005_2,train,Basketball,2
uniandes_basketball_005_20,train,Basketball,2
uniandes_basketball_005_3,train,Basketball,2
uniandes_basketball_005_4,train,Basketball,2
uniandes_basketball_005_6,train,Basketball,2
uniandes_basketball_005_7,train,Basketball,2
uniandes_basketball_005_8,train,Basketball,2
uniandes_bouldering_003_10,test,Rock Climbing,3
uniandes_bouldering_003_11,test,Rock Climbing,3
uniandes_bouldering_003_13,train,Rock Climbing,3
uniandes_bouldering_003_14,train,Rock Climbing,3
uniandes_bouldering_003_16,val,Rock Climbing,3
uniandes_bouldering_003_17,val,Rock Climbing,3
uniandes_bouldering_003_19,train,Rock Climbing,3
uniandes_bouldering_003_2,train,Rock Climbing,3
uniandes_bouldering_003_3,train,Rock Climbing,3
uniandes_bouldering_003_5,train,Rock Climbing,3
uniandes_bouldering_003_6,train,Rock Climbing,3
uniandes_bouldering_003_8,train,Rock Climbing,3
uniandes_bouldering_004_10,train,Rock Climbing,3
uniandes_bouldering_004_11,train,Rock Climbing,3
uniandes_bouldering_004_12,train,Rock Climbing,3
uniandes_bouldering_004_14,test,Rock Climbing,3
uniandes_bouldering_004_16,train,Rock Climbing,3
uniandes_bouldering_004_17,train,Rock Climbing,3
uniandes_bouldering_004_19,test,Rock Climbing,3
uniandes_bouldering_004_2,train,Rock Climbing,3
uniandes_bouldering_004_20,test,Rock Climbing,3
uniandes_bouldering_004_21,test,Rock Climbing,3
uniandes_bouldering_004_22,test,Rock Climbing,3
uniandes_bouldering_004_24,train,Rock Climbing,3
uniandes_bouldering_004_25,train,Rock Climbing,3
uniandes_bouldering_004_26,train,Rock Climbing,3
uniandes_bouldering_004_27,train,Rock Climbing,3
uniandes_bouldering_004_29,val,Rock Climbing,3
uniandes_bouldering_004_3,train,Rock Climbing,3
uniandes_bouldering_004_30,val,Rock Climbing,3
uniandes_bouldering_004_31,val,Rock Climbing,3
uniandes_bouldering_004_33,train,Rock Climbing,3
uniandes_bouldering_004_34,train,Rock Climbing,3
uniandes_bouldering_004_35,train,Rock Climbing,3
uniandes_bouldering_004_37,test,Rock Climbing,3
uniandes_bouldering_004_38,test,Rock Climbing,3
uniandes_bouldering_004_39,test,Rock Climbing,3
uniandes_bouldering_004_4,train,Rock Climbing,3
uniandes_bouldering_004_40,test,Rock Climbing,3
uniandes_bouldering_004_41,test,Rock Climbing,3
uniandes_bouldering_004_43,train,Rock Climbing,3
uniandes_bouldering_004_44,train,Rock Climbing,3
uniandes_bouldering_004_45,train,Rock Climbing,3
uniandes_bouldering_004_46,train,Rock Climbing,3
uniandes_bouldering_004_48,test,Rock Climbing,3
uniandes_bouldering_004_49,test,Rock Climbing,3
uniandes_bouldering_004_50,test,Rock Climbing,3
uniandes_bouldering_004_51,test,Rock Climbing,3
uniandes_bouldering_004_7,val,Rock Climbing,3
uniandes_bouldering_004_8,val,Rock Climbing,3
uniandes_bouldering_012_11,train,Rock Climbing,3
uniandes_bouldering_012_12,train,Rock Climbing,3
uniandes_bouldering_012_13,train,Rock Climbing,3
uniandes_bouldering_012_14,train,Rock Climbing,3
uniandes_bouldering_012_15,train,Rock Climbing,3
uniandes_bouldering_012_16,train,Rock Climbing,3
uniandes_bouldering_012_18,test,Rock Climbing,3
uniandes_bouldering_012_19,test,Rock Climbing,3
uniandes_bouldering_012_2,val,Rock Climbing,3
uniandes_bouldering_012_21,val,Rock Climbing,3
uniandes_bouldering_012_23,train,Rock Climbing,3
uniandes_bouldering_012_25,train,Rock Climbing,3
uniandes_bouldering_012_27,train,Rock Climbing,3
uniandes_bouldering_012_28,train,Rock Climbing,3
uniandes_bouldering_012_29,train,Rock Climbing,3
uniandes_bouldering_012_3,val,Rock Climbing,3
uniandes_bouldering_012_30,train,Rock Climbing,3
uniandes_bouldering_012_32,test,Rock Climbing,3
uniandes_bouldering_012_33,test,Rock Climbing,3
uniandes_bouldering_012_35,val,Rock Climbing,3
uniandes_bouldering_012_37,train,Rock Climbing,3
uniandes_bouldering_012_39,train,Rock Climbing,3
uniandes_bouldering_012_4,val,Rock Climbing,3
uniandes_bouldering_012_41,train,Rock Climbing,3
uniandes_bouldering_012_42,train,Rock Climbing,3
uniandes_bouldering_012_43,train,Rock Climbing,3
uniandes_bouldering_012_44,train,Rock Climbing,3
uniandes_bouldering_012_45,train,Rock Climbing,3
uniandes_bouldering_012_47,test,Rock Climbing,3
uniandes_bouldering_012_6,train,Rock Climbing,3
uniandes_bouldering_012_8,train,Rock Climbing,3
uniandes_bouldering_012_9,train,Rock Climbing,3
uniandes_bouldering_013_10,train,Rock Climbing,3
uniandes_bouldering_013_12,train,Rock Climbing,3
uniandes_bouldering_013_14,train,Rock Climbing,3
uniandes_bouldering_013_16,train,Rock Climbing,3
uniandes_bouldering_013_18,test,Rock Climbing,3
uniandes_bouldering_013_2,val,Rock Climbing,3
uniandes_bouldering_013_20,train,Rock Climbing,3
uniandes_bouldering_013_21,train,Rock Climbing,3
uniandes_bouldering_013_23,val,Rock Climbing,3
uniandes_bouldering_013_25,val,Rock Climbing,3
uniandes_bouldering_013_26,val,Rock Climbing,3
uniandes_bouldering_013_28,test,Rock Climbing,3
uniandes_bouldering_013_29,train,Rock Climbing,3
uniandes_bouldering_013_3,val,Rock Climbing,3
uniandes_bouldering_013_30,train,Rock Climbing,3
uniandes_bouldering_013_32,test,Rock Climbing,3
uniandes_bouldering_013_35,train,Rock Climbing,3
uniandes_bouldering_013_37,train,Rock Climbing,3
uniandes_bouldering_013_39,train,Rock Climbing,3
uniandes_bouldering_013_41,train,Rock Climbing,3
uniandes_bouldering_013_43,test,Rock Climbing,3
uniandes_bouldering_013_45,train,Rock Climbing,3
uniandes_bouldering_013_5,test,Rock Climbing,3
uniandes_bouldering_013_7,train,Rock Climbing,3
uniandes_bouldering_013_9,train,Rock Climbing,3
uniandes_bouldering_014_10,test,Rock Climbing,3
uniandes_bouldering_014_12,train,Rock Climbing,3
uniandes_bouldering_014_14,train,Rock Climbing,3
uniandes_bouldering_014_16,train,Rock Climbing,3
uniandes_bouldering_014_2,val,Rock Climbing,3
uniandes_bouldering_014_3,val,Rock Climbing,3
uniandes_bouldering_014_4,val,Rock Climbing,3
uniandes_bouldering_014_6,test,Rock Climbing,3
uniandes_bouldering_014_8,test,Rock Climbing,3
uniandes_bouldering_015_10,val,Rock Climbing,3
uniandes_bouldering_015_12,test,Rock Climbing,3
uniandes_bouldering_015_14,test,Rock Climbing,3
uniandes_bouldering_015_16,test,Rock Climbing,3
uniandes_bouldering_015_18,train,Rock Climbing,3
uniandes_bouldering_015_2,test,Rock Climbing,3
uniandes_bouldering_015_20,train,Rock Climbing,3
uniandes_bouldering_015_21,train,Rock Climbing,3
uniandes_bouldering_015_22,train,Rock Climbing,3
uniandes_bouldering_015_24,train,Rock Climbing,3
uniandes_bouldering_015_27,train,Rock Climbing,3
uniandes_bouldering_015_28,train,Rock Climbing,3
uniandes_bouldering_015_30,test,Rock Climbing,3
uniandes_bouldering_015_32,train,Rock Climbing,3
uniandes_bouldering_015_33,train,Rock Climbing,3
uniandes_bouldering_015_35,val,Rock Climbing,3
uniandes_bouldering_015_36,val,Rock Climbing,3
uniandes_bouldering_015_38,test,Rock Climbing,3
uniandes_bouldering_015_39,test,Rock Climbing,3
uniandes_bouldering_015_4,train,Rock Climbing,3
uniandes_bouldering_015_41,train,Rock Climbing,3
uniandes_bouldering_015_43,train,Rock Climbing,3
uniandes_bouldering_015_45,train,Rock Climbing,3
uniandes_bouldering_015_47,test,Rock Climbing,3
uniandes_bouldering_015_49,train,Rock Climbing,3
uniandes_bouldering_015_6,val,Rock Climbing,3
uniandes_bouldering_015_8,val,Rock Climbing,3
uniandes_bouldering_017_11,val,Rock Climbing,3
uniandes_bouldering_017_13,train,Rock Climbing,3
uniandes_bouldering_017_15,test,Rock Climbing,3
uniandes_bouldering_017_17,train,Rock Climbing,3
uniandes_bouldering_017_19,train,Rock Climbing,3
uniandes_bouldering_017_2,test,Rock Climbing,3
uniandes_bouldering_017_3,test,Rock Climbing,3
uniandes_bouldering_017_5,train,Rock Climbing,3
uniandes_bouldering_017_7,train,Rock Climbing,3
uniandes_bouldering_017_9,train,Rock Climbing,3
uniandes_bouldering_018_11,train,Rock Climbing,3
uniandes_bouldering_018_13,train,Rock Climbing,3
uniandes_bouldering_018_15,train,Rock Climbing,3
uniandes_bouldering_018_17,val,Rock Climbing,3
uniandes_bouldering_018_19,train,Rock Climbing,3
uniandes_bouldering_018_2,train,Rock Climbing,3
uniandes_bouldering_018_21,test,Rock Climbing,3
uniandes_bouldering_018_23,train,Rock Climbing,3
uniandes_bouldering_018_25,train,Rock Climbing,3
uniandes_bouldering_018_27,train,Rock Climbing,3
uniandes_bouldering_018_28,train,Rock Climbing,3
uniandes_bouldering_018_3,train,Rock Climbing,3
uniandes_bouldering_018_30,val,Rock Climbing,3
uniandes_bouldering_018_32,train,Rock Climbing,3
uniandes_bouldering_018_34,test,Rock Climbing,3
uniandes_bouldering_018_36,train,Rock Climbing,3
uniandes_bouldering_018_38,train,Rock Climbing,3
uniandes_bouldering_018_5,val,Rock Climbing,3
uniandes_bouldering_018_7,train,Rock Climbing,3
uniandes_bouldering_018_9,test,Rock Climbing,3
uniandes_bouldering_019_11,train,Rock Climbing,3
uniandes_bouldering_019_12,train,Rock Climbing,3
uniandes_bouldering_019_13,train,Rock Climbing,3
uniandes_bouldering_019_14,train,Rock Climbing,3
uniandes_bouldering_019_15,train,Rock Climbing,3
uniandes_bouldering_019_17,test,Rock Climbing,3
uniandes_bouldering_019_18,test,Rock Climbing,3
uniandes_bouldering_019_19,test,Rock Climbing,3
uniandes_bouldering_019_2,train,Rock Climbing,3
uniandes_bouldering_019_20,test,Rock Climbing,3
uniandes_bouldering_019_22,train,Rock Climbing,3
uniandes_bouldering_019_3,train,Rock Climbing,3
uniandes_bouldering_019_4,train,Rock Climbing,3
uniandes_bouldering_019_6,val,Rock Climbing,3
uniandes_bouldering_019_7,val,Rock Climbing,3
uniandes_bouldering_019_8,val,Rock Climbing,3
uniandes_bouldering_019_9,val,Rock Climbing,3
uniandes_bouldering_022_11,train,Rock Climbing,3
uniandes_bouldering_022_13,train,Rock Climbing,3
uniandes_bouldering_022_14,train,Rock Climbing,3
uniandes_bouldering_022_15,train,Rock Climbing,3
uniandes_bouldering_022_16,train,Rock Climbing,3
uniandes_bouldering_022_18,val,Rock Climbing,3
uniandes_bouldering_022_2,val,Rock Climbing,3
uniandes_bouldering_022_20,train,Rock Climbing,3
uniandes_bouldering_022_21,train,Rock Climbing,3
uniandes_bouldering_022_22,train,Rock Climbing,3
uniandes_bouldering_022_23,train,Rock Climbing,3
uniandes_bouldering_022_24,train,Rock Climbing,3
uniandes_bouldering_022_25,train,Rock Climbing,3
uniandes_bouldering_022_26,train,Rock Climbing,3
uniandes_bouldering_022_28,train,Rock Climbing,3
uniandes_bouldering_022_3,val,Rock Climbing,3
uniandes_bouldering_022_30,train,Rock Climbing,3
uniandes_bouldering_022_31,train,Rock Climbing,3
uniandes_bouldering_022_32,train,Rock Climbing,3
uniandes_bouldering_022_33,train,Rock Climbing,3
uniandes_bouldering_022_34,train,Rock Climbing,3
uniandes_bouldering_022_35,train,Rock Climbing,3
uniandes_bouldering_022_37,val,Rock Climbing,3
uniandes_bouldering_022_38,val,Rock Climbing,3
uniandes_bouldering_022_39,val,Rock Climbing,3
uniandes_bouldering_022_40,train,Rock Climbing,3
uniandes_bouldering_022_41,train,Rock Climbing,3
uniandes_bouldering_022_43,train,Rock Climbing,3
uniandes_bouldering_022_45,train,Rock Climbing,3
uniandes_bouldering_022_47,train,Rock Climbing,3
uniandes_bouldering_022_48,train,Rock Climbing,3
uniandes_bouldering_022_49,train,Rock Climbing,3
uniandes_bouldering_022_50,train,Rock Climbing,3
uniandes_bouldering_022_51,train,Rock Climbing,3
uniandes_bouldering_022_53,val,Rock Climbing,3
uniandes_bouldering_022_55,val,Rock Climbing,3
uniandes_bouldering_022_56,val,Rock Climbing,3
uniandes_bouldering_022_57,train,Rock Climbing,3
uniandes_bouldering_022_58,train,Rock Climbing,3
uniandes_bouldering_022_6,train,Rock Climbing,3
uniandes_bouldering_022_60,train,Rock Climbing,3
uniandes_bouldering_022_61,train,Rock Climbing,3
uniandes_bouldering_022_62,train,Rock Climbing,3
uniandes_bouldering_022_63,train,Rock Climbing,3
uniandes_bouldering_022_64,train,Rock Climbing,3
uniandes_bouldering_022_65,train,Rock Climbing,3
uniandes_bouldering_022_66,train,Rock Climbing,3
uniandes_bouldering_022_67,train,Rock Climbing,3
uniandes_bouldering_022_69,train,Rock Climbing,3
uniandes_bouldering_022_7,train,Rock Climbing,3
uniandes_bouldering_022_71,train,Rock Climbing,3
uniandes_bouldering_022_72,train,Rock Climbing,3
uniandes_bouldering_022_73,train,Rock Climbing,3
uniandes_bouldering_022_74,train,Rock Climbing,3
uniandes_bouldering_022_76,train,Rock Climbing,3
uniandes_bouldering_022_77,train,Rock Climbing,3
uniandes_bouldering_022_78,train,Rock Climbing,3
uniandes_bouldering_022_8,train,Rock Climbing,3
uniandes_bouldering_023_10,train,Rock Climbing,3
uniandes_bouldering_023_12,train,Rock Climbing,3
uniandes_bouldering_023_15,train,Rock Climbing,3
uniandes_bouldering_023_16,train,Rock Climbing,3
uniandes_bouldering_023_17,train,Rock Climbing,3
uniandes_bouldering_023_18,train,Rock Climbing,3
uniandes_bouldering_023_19,train,Rock Climbing,3
uniandes_bouldering_023_2,val,Rock Climbing,3
uniandes_bouldering_023_21,train,Rock Climbing,3
uniandes_bouldering_023_23,train,Rock Climbing,3
uniandes_bouldering_023_25,train,Rock Climbing,3
uniandes_bouldering_023_26,train,Rock Climbing,3
uniandes_bouldering_023_27,train,Rock Climbing,3
uniandes_bouldering_023_29,val,Rock Climbing,3
uniandes_bouldering_023_3,val,Rock Climbing,3
uniandes_bouldering_023_31,train,Rock Climbing,3
uniandes_bouldering_023_32,train,Rock Climbing,3
uniandes_bouldering_023_33,train,Rock Climbing,3
uniandes_bouldering_023_36,train,Rock Climbing,3
uniandes_bouldering_023_38,train,Rock Climbing,3
uniandes_bouldering_023_39,train,Rock Climbing,3
uniandes_bouldering_023_4,val,Rock Climbing,3
uniandes_bouldering_023_40,train,Rock Climbing,3
uniandes_bouldering_023_41,train,Rock Climbing,3
uniandes_bouldering_023_42,train,Rock Climbing,3
uniandes_bouldering_023_43,train,Rock Climbing,3
uniandes_bouldering_023_44,train,Rock Climbing,3
uniandes_bouldering_023_46,train,Rock Climbing,3
uniandes_bouldering_023_48,train,Rock Climbing,3
uniandes_bouldering_023_49,train,Rock Climbing,3
uniandes_bouldering_023_50,train,Rock Climbing,3
uniandes_bouldering_023_52,val,Rock Climbing,3
uniandes_bouldering_023_54,val,Rock Climbing,3
uniandes_bouldering_023_56,train,Rock Climbing,3
uniandes_bouldering_023_57,train,Rock Climbing,3
uniandes_bouldering_023_58,train,Rock Climbing,3
uniandes_bouldering_023_6,train,Rock Climbing,3
uniandes_bouldering_023_60,train,Rock Climbing,3
uniandes_bouldering_023_62,train,Rock Climbing,3
uniandes_bouldering_023_63,train,Rock Climbing,3
uniandes_bouldering_023_64,train,Rock Climbing,3
uniandes_bouldering_023_65,train,Rock Climbing,3
uniandes_bouldering_023_68,val,Rock Climbing,3
uniandes_bouldering_023_69,val,Rock Climbing,3
uniandes_bouldering_023_7,train,Rock Climbing,3
uniandes_bouldering_023_70,val,Rock Climbing,3
uniandes_bouldering_023_71,val,Rock Climbing,3
uniandes_bouldering_023_72,val,Rock Climbing,3
uniandes_bouldering_023_73,train,Rock Climbing,3
uniandes_bouldering_023_74,train,Rock Climbing,3
uniandes_bouldering_023_75,train,Rock Climbing,3
uniandes_bouldering_023_76,train,Rock Climbing,3
uniandes_bouldering_023_78,train,Rock Climbing,3
uniandes_bouldering_023_79,train,Rock Climbing,3
uniandes_bouldering_023_8,train,Rock Climbing,3
uniandes_bouldering_023_80,train,Rock Climbing,3
uniandes_bouldering_023_81,train,Rock Climbing,3
uniandes_bouldering_023_83,train,Rock Climbing,3
uniandes_bouldering_023_84,train,Rock Climbing,3
uniandes_bouldering_023_9,train,Rock Climbing,3
uniandes_bouldering_024_10,test,Rock Climbing,3
uniandes_bouldering_024_12,train,Rock Climbing,3
uniandes_bouldering_024_13,train,Rock Climbing,3
uniandes_bouldering_024_14,train,Rock Climbing,3
uniandes_bouldering_024_16,val,Rock Climbing,3
uniandes_bouldering_024_18,test,Rock Climbing,3
uniandes_bouldering_024_2,val,Rock Climbing,3
uniandes_bouldering_024_20,train,Rock Climbing,3
uniandes_bouldering_024_21,train,Rock Climbing,3
uniandes_bouldering_024_23,test,Rock Climbing,3
uniandes_bouldering_024_24,test,Rock Climbing,3
uniandes_bouldering_024_25,test,Rock Climbing,3
uniandes_bouldering_024_26,test,Rock Climbing,3
uniandes_bouldering_024_27,test,Rock Climbing,3
uniandes_bouldering_024_28,train,Rock Climbing,3
uniandes_bouldering_024_29,train,Rock Climbing,3
uniandes_bouldering_024_30,train,Rock Climbing,3
uniandes_bouldering_024_31,train,Rock Climbing,3
uniandes_bouldering_024_32,train,Rock Climbing,3
uniandes_bouldering_024_33,train,Rock Climbing,3
uniandes_bouldering_024_35,train,Rock Climbing,3
uniandes_bouldering_024_37,train,Rock Climbing,3
uniandes_bouldering_024_38,test,Rock Climbing,3
uniandes_bouldering_024_4,test,Rock Climbing,3
uniandes_bouldering_024_40,train,Rock Climbing,3
uniandes_bouldering_024_42,test,Rock Climbing,3
uniandes_bouldering_024_43,train,Rock Climbing,3
uniandes_bouldering_024_44,train,Rock Climbing,3
uniandes_bouldering_024_45,train,Rock Climbing,3
uniandes_bouldering_024_47,train,Rock Climbing,3
uniandes_bouldering_024_48,train,Rock Climbing,3
uniandes_bouldering_024_49,val,Rock Climbing,3
uniandes_bouldering_024_51,val,Rock Climbing,3
uniandes_bouldering_024_52,train,Rock Climbing,3
uniandes_bouldering_024_53,test,Rock Climbing,3
uniandes_bouldering_024_55,test,Rock Climbing,3
uniandes_bouldering_024_56,train,Rock Climbing,3
uniandes_bouldering_024_57,train,Rock Climbing,3
uniandes_bouldering_024_58,train,Rock Climbing,3
uniandes_bouldering_024_59,train,Rock Climbing,3
uniandes_bouldering_024_6,train,Rock Climbing,3
uniandes_bouldering_024_60,train,Rock Climbing,3
uniandes_bouldering_024_61,train,Rock Climbing,3
uniandes_bouldering_024_62,test,Rock Climbing,3
uniandes_bouldering_024_63,test,Rock Climbing,3
uniandes_bouldering_024_65,test,Rock Climbing,3
uniandes_bouldering_024_66,test,Rock Climbing,3
uniandes_bouldering_024_67,train,Rock Climbing,3
uniandes_bouldering_024_8,test,Rock Climbing,3
uniandes_bouldering_024_9,test,Rock Climbing,3
uniandes_bouldering_025_10,test,Rock Climbing,3
uniandes_bouldering_025_11,test,Rock Climbing,3
uniandes_bouldering_025_13,train,Rock Climbing,3
uniandes_bouldering_025_14,train,Rock Climbing,3
uniandes_bouldering_025_15,train,Rock Climbing,3
uniandes_bouldering_025_16,train,Rock Climbing,3
uniandes_bouldering_025_17,train,Rock Climbing,3
uniandes_bouldering_025_18,train,Rock Climbing,3
uniandes_bouldering_025_19,train,Rock Climbing,3
uniandes_bouldering_025_2,val,Rock Climbing,3
uniandes_bouldering_025_21,test,Rock Climbing,3
uniandes_bouldering_025_22,test,Rock Climbing,3
uniandes_bouldering_025_23,test,Rock Climbing,3
uniandes_bouldering_025_24,test,Rock Climbing,3
uniandes_bouldering_025_26,test,Rock Climbing,3
uniandes_bouldering_025_27,train,Rock Climbing,3
uniandes_bouldering_025_29,train,Rock Climbing,3
uniandes_bouldering_025_3,val,Rock Climbing,3
uniandes_bouldering_025_30,train,Rock Climbing,3
uniandes_bouldering_025_31,val,Rock Climbing,3
uniandes_bouldering_025_32,train,Rock Climbing,3
uniandes_bouldering_025_33,test,Rock Climbing,3
uniandes_bouldering_025_34,train,Rock Climbing,3
uniandes_bouldering_025_35,train,Rock Climbing,3
uniandes_bouldering_025_36,train,Rock Climbing,3
uniandes_bouldering_025_37,test,Rock Climbing,3
uniandes_bouldering_025_39,test,Rock Climbing,3
uniandes_bouldering_025_4,val,Rock Climbing,3
uniandes_bouldering_025_40,test,Rock Climbing,3
uniandes_bouldering_025_41,train,Rock Climbing,3
uniandes_bouldering_025_42,train,Rock Climbing,3
uniandes_bouldering_025_43,train,Rock Climbing,3
uniandes_bouldering_025_44,train,Rock Climbing,3
uniandes_bouldering_025_45,train,Rock Climbing,3
uniandes_bouldering_025_46,train,Rock Climbing,3
uniandes_bouldering_025_47,train,Rock Climbing,3
uniandes_bouldering_025_48,train,Rock Climbing,3
uniandes_bouldering_025_5,val,Rock Climbing,3
uniandes_bouldering_025_50,val,Rock Climbing,3
uniandes_bouldering_025_53,train,Rock Climbing,3
uniandes_bouldering_025_54,train,Rock Climbing,3
uniandes_bouldering_025_55,train,Rock Climbing,3
uniandes_bouldering_025_56,train,Rock Climbing,3
uniandes_bouldering_025_57,train,Rock Climbing,3
uniandes_bouldering_025_58,test,Rock Climbing,3
uniandes_bouldering_025_59,test,Rock Climbing,3
uniandes_bouldering_025_60,test,Rock Climbing,3
uniandes_bouldering_025_61,test,Rock Climbing,3
uniandes_bouldering_025_63,train,Rock Climbing,3
uniandes_bouldering_025_65,train,Rock Climbing,3
uniandes_bouldering_025_66,train,Rock Climbing,3
uniandes_bouldering_025_67,val,Rock Climbing,3
uniandes_bouldering_025_68,val,Rock Climbing,3
uniandes_bouldering_025_69,val,Rock Climbing,3
uniandes_bouldering_025_7,test,Rock Climbing,3
uniandes_bouldering_025_70,val,Rock Climbing,3
uniandes_bouldering_025_72,train,Rock Climbing,3
uniandes_bouldering_025_73,test,Rock Climbing,3
uniandes_bouldering_025_74,test,Rock Climbing,3
uniandes_bouldering_025_75,test,Rock Climbing,3
uniandes_bouldering_025_76,test,Rock Climbing,3
uniandes_bouldering_025_77,test,Rock Climbing,3
uniandes_bouldering_025_78,test,Rock Climbing,3
uniandes_bouldering_025_79,train,Rock Climbing,3
uniandes_bouldering_025_8,test,Rock Climbing,3
uniandes_bouldering_025_80,train,Rock Climbing,3
uniandes_bouldering_025_81,train,Rock Climbing,3
uniandes_bouldering_025_82,train,Rock Climbing,3
uniandes_bouldering_025_84,train,Rock Climbing,3
uniandes_bouldering_025_85,train,Rock Climbing,3
uniandes_bouldering_025_9,test,Rock Climbing,3
uniandes_bouldering_026_100,train,Rock Climbing,3
uniandes_bouldering_026_101,train,Rock Climbing,3
uniandes_bouldering_026_102,train,Rock Climbing,3
uniandes_bouldering_026_103,train,Rock Climbing,3
uniandes_bouldering_026_104,train,Rock Climbing,3
uniandes_bouldering_026_105,train,Rock Climbing,3
uniandes_bouldering_026_106,train,Rock Climbing,3
uniandes_bouldering_026_107,train,Rock Climbing,3
uniandes_bouldering_026_108,train,Rock Climbing,3
uniandes_bouldering_026_109,train,Rock Climbing,3
uniandes_bouldering_026_11,train,Rock Climbing,3
uniandes_bouldering_026_12,train,Rock Climbing,3
uniandes_bouldering_026_14,train,Rock Climbing,3
uniandes_bouldering_026_15,train,Rock Climbing,3
uniandes_bouldering_026_16,train,Rock Climbing,3
uniandes_bouldering_026_17,train,Rock Climbing,3
uniandes_bouldering_026_18,train,Rock Climbing,3
uniandes_bouldering_026_19,train,Rock Climbing,3
uniandes_bouldering_026_2,val,Rock Climbing,3
uniandes_bouldering_026_21,train,Rock Climbing,3
uniandes_bouldering_026_22,train,Rock Climbing,3
uniandes_bouldering_026_23,train,Rock Climbing,3
uniandes_bouldering_026_25,val,Rock Climbing,3
uniandes_bouldering_026_26,val,Rock Climbing,3
uniandes_bouldering_026_28,test,Rock Climbing,3
uniandes_bouldering_026_29,test,Rock Climbing,3
uniandes_bouldering_026_3,val,Rock Climbing,3
uniandes_bouldering_026_30,test,Rock Climbing,3
uniandes_bouldering_026_31,test,Rock Climbing,3
uniandes_bouldering_026_32,test,Rock Climbing,3
uniandes_bouldering_026_34,train,Rock Climbing,3
uniandes_bouldering_026_36,train,Rock Climbing,3
uniandes_bouldering_026_37,train,Rock Climbing,3
uniandes_bouldering_026_38,train,Rock Climbing,3
uniandes_bouldering_026_40,train,Rock Climbing,3
uniandes_bouldering_026_41,train,Rock Climbing,3
uniandes_bouldering_026_43,train,Rock Climbing,3
uniandes_bouldering_026_44,train,Rock Climbing,3
